race_id,DriverNumber,Abbreviation,DriverId,TeamName,TeamId,Position,GridPosition,q_pos,Status,Points,Laps,is_winner
2021-Belgian Grand Prix,10,GAS,gasly,AlphaTauri,alphatauri,6,6,6,Finished,4.0,1.0,0
2021-Belgian Grand Prix,31,OCO,ocon,Alpine,alpine,7,8,9,Finished,3.0,1.0,0
2021-Belgian Grand Prix,16,LEC,leclerc,Ferrari,ferrari,8,9,11,Finished,2.0,1.0,0
2021-Belgian Grand Prix,6,LAT,latifi,Williams,williams,9,10,12,Finished,1.0,1.0,0
2021-Belgian Grand Prix,55,SAI,sainz,Ferrari,ferrari,10,11,13,Finished,0.5,1.0,0
2021-Belgian Grand Prix,14,ALO,alonso,Alpine,alpine,11,12,14,Finished,0.0,1.0,0
2021-Belgian Grand Prix,77,BOT,bottas,Mercedes,mercedes,12,13,8,Finished,0.0,1.0,0
2021-Belgian Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,alfa,13,14,16,Finished,0.0,1.0,0
2021-Belgian Grand Prix,4,NOR,norris,McLaren,mclaren,14,15,10,Finished,0.0,1.0,0
2021-Belgian Grand Prix,22,TSU,tsunoda,AlphaTauri,alphatauri,15,16,17,Finished,0.0,1.0,0
2021-Belgian Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,haas,16,17,18,Finished,0.0,1.0,0
2021-Belgian Grand Prix,9,MAZ,mazepin,Haas F1 Team,haas,17,18,20,Finished,0.0,1.0,0
2021-Belgian Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,alfa,18,0,19,Finished,0.0,1.0,0
2021-Belgian Grand Prix,11,PER,perez,Red Bull Racing,red_bull,19,0,7,Finished,0.0,1.0,0
2021-Belgian Grand Prix,18,STR,stroll,Aston Martin,aston_martin,20,19,15,Finished,0.0,1.0,0
2021-Dutch Grand Prix,33,VER,max_verstappen,Red Bull Racing,red_bull,1,1,1,Finished,25.0,72.0,1
2021-Dutch Grand Prix,44,HAM,hamilton,Mercedes,mercedes,2,2,2,Finished,19.0,72.0,0
2021-Dutch Grand Prix,77,BOT,bottas,Mercedes,mercedes,3,3,3,Finished,15.0,72.0,0
2021-Dutch Grand Prix,10,GAS,gasly,AlphaTauri,alphatauri,4,4,4,+1 Lap,12.0,71.0,0
2021-Dutch Grand Prix,16,LEC,leclerc,Ferrari,ferrari,5,5,5,+1 Lap,10.0,71.0,0
2021-Dutch Grand Prix,14,ALO,alonso,Alpine,alpine,6,9,9,+1 Lap,8.0,71.0,0
2021-Dutch Grand Prix,55,SAI,sainz,Ferrari,ferrari,7,6,6,+1 Lap,6.0,71.0,0
2021-Dutch Grand Prix,11,PER,perez,Red Bull Racing,red_bull,8,0,16,+1 Lap,4.0,71.0,0
2021-Dutch Grand Prix,31,OCO,ocon,Alpine,alpine,9,8,8,+1 Lap,2.0,71.0,0
2021-Dutch Grand Prix,4,NOR,norris,McLaren,mclaren,10,13,13,+1 Lap,1.0,71.0,0
2021-Dutch Grand Prix,3,RIC,ricciardo,McLaren,mclaren,11,10,10,+1 Lap,0.0,71.0,0
2021-Dutch Grand Prix,18,STR,stroll,Aston Martin,aston_martin,12,12,12,+2 Laps,0.0,70.0,0
2021-Dutch Grand Prix,5,VET,vettel,Aston Martin,aston_martin,13,15,17,+2 Laps,0.0,70.0,0
2021-Dutch Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,alfa,14,7,7,+2 Laps,0.0,70.0,0
2021-Dutch Grand Prix,88,KUB,kubica,Alfa Romeo Racing,alfa,15,16,18,+2 Laps,0.0,70.0,0
2021-Dutch Grand Prix,6,LAT,latifi,Williams,williams,16,0,14,+2 Laps,0.0,70.0,0
2021-Dutch Grand Prix,63,RUS,russell,Williams,williams,17,11,11,Gearbox,0.0,69.0,0
2021-Dutch Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,haas,18,17,19,+3 Laps,0.0,69.0,0
2021-Dutch Grand Prix,22,TSU,tsunoda,AlphaTauri,alphatauri,19,14,15,Power Unit,0.0,48.0,0
2021-Dutch Grand Prix,9,MAZ,mazepin,Haas F1 Team,haas,20,18,20,Hydraulics,0.0,41.0,0
2021-Italian Grand Prix,3,RIC,ricciardo,McLaren,mclaren,1,2,5,Finished,26.0,53.0,1
2021-Italian Grand Prix,4,NOR,norris,McLaren,mclaren,2,3,4,Finished,18.0,53.0,0
2021-Italian Grand Prix,77,BOT,bottas,Mercedes,mercedes,3,19,1,Finished,15.0,53.0,0
2021-Italian Grand Prix,16,LEC,leclerc,Ferrari,ferrari,4,5,8,Finished,12.0,53.0,0
2021-Italian Grand Prix,11,PER,perez,Red Bull Racing,red_bull,5,8,9,Finished,10.0,53.0,0
2021-Italian Grand Prix,55,SAI,sainz,Ferrari,ferrari,6,6,7,Finished,8.0,53.0,0
2021-Italian Grand Prix,18,STR,stroll,Aston Martin,aston_martin,7,9,12,Finished,6.0,53.0,0
2021-Italian Grand Prix,14,ALO,alonso,Alpine,alpine,8,10,13,Finished,4.0,53.0,0
2021-Italian Grand Prix,63,RUS,russell,Williams,williams,9,14,15,Finished,2.0,53.0,0
2021-Italian Grand Prix,31,OCO,ocon,Alpine,alpine,10,12,14,Finished,1.0,53.0,0
2021-Italian Grand Prix,6,LAT,latifi,Williams,williams,11,13,16,Finished,0.0,53.0,0
2021-Italian Grand Prix,5,VET,vettel,Aston Martin,aston_martin,12,11,11,Finished,0.0,53.0,0
2021-Italian Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,alfa,13,7,10,Finished,0.0,53.0,0
2021-Italian Grand Prix,88,KUB,kubica,Alfa Romeo Racing,alfa,14,17,19,Finished,0.0,53.0,0
2021-Italian Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,haas,15,18,18,Finished,0.0,53.0,0
2021-Italian Grand Prix,9,MAZ,mazepin,Haas F1 Team,haas,16,16,20,Power Unit,0.0,41.0,0
2021-Italian Grand Prix,44,HAM,hamilton,Mercedes,mercedes,17,4,2,Collision,0.0,25.0,0
2021-Italian Grand Prix,33,VER,max_verstappen,Red Bull Racing,red_bull,18,1,3,Collision,0.0,25.0,0
2021-Italian Grand Prix,10,GAS,gasly,AlphaTauri,alphatauri,19,0,6,Suspension,0.0,3.0,0
2021-Italian Grand Prix,22,TSU,tsunoda,AlphaTauri,alphatauri,20,0,17,Brakes,0.0,0.0,0
2021-Russian Grand Prix,44,HAM,hamilton,Mercedes,mercedes,1,4,4,Finished,25.0,53.0,1
2021-Russian Grand Prix,33,VER,max_verstappen,Red Bull Racing,red_bull,2,20,20,Finished,18.0,53.0,0
2021-Russian Grand Prix,55,SAI,sainz,Ferrari,ferrari,3,2,2,Finished,15.0,53.0,0
2021-Russian Grand Prix,3,RIC,ricciardo,McLaren,mclaren,4,5,5,Finished,12.0,53.0,0
2021-Russian Grand Prix,77,BOT,bottas,Mercedes,mercedes,5,16,7,Finished,10.0,53.0,0
2021-Russian Grand Prix,14,ALO,alonso,Alpine,alpine,6,6,6,Finished,8.0,53.0,0
2021-Russian Grand Prix,4,NOR,norris,McLaren,mclaren,7,1,1,Finished,7.0,53.0,0
2021-Russian Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,alfa,8,13,16,Finished,4.0,53.0,0
2021-Russian Grand Prix,11,PER,perez,Red Bull Racing,red_bull,9,8,9,Finished,2.0,53.0,0
2021-Russian Grand Prix,63,RUS,russell,Williams,williams,10,3,3,Finished,1.0,53.0,0
2021-Russian Grand Prix,18,STR,stroll,Aston Martin,aston_martin,11,7,8,Finished,0.0,53.0,0
2021-Russian Grand Prix,5,VET,vettel,Aston Martin,aston_martin,12,10,11,+1 Lap,0.0,52.0,0
2021-Russian Grand Prix,10,GAS,gasly,AlphaTauri,alphatauri,13,11,12,+1 Lap,0.0,52.0,0
2021-Russian Grand Prix,31,OCO,ocon,Alpine,alpine,14,9,10,+1 Lap,0.0,52.0,0
2021-Russian Grand Prix,16,LEC,leclerc,Ferrari,ferrari,15,19,15,+1 Lap,0.0,52.0,0
2021-Russian Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,alfa,16,17,18,+1 Lap,0.0,52.0,0
2021-Russian Grand Prix,22,TSU,tsunoda,AlphaTauri,alphatauri,17,12,13,+1 Lap,0.0,52.0,0
2021-Russian Grand Prix,9,MAZ,mazepin,Haas F1 Team,haas,18,15,19,+2 Laps,0.0,51.0,0
2021-Russian Grand Prix,6,LAT,latifi,Williams,williams,19,18,14,Accident,0.0,47.0,0
2021-Russian Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,haas,20,14,17,Oil leak,0.0,32.0,0
2021-Turkish Grand Prix,77,BOT,bottas,Mercedes,mercedes,1,1,2,Finished,26.0,58.0,1
2021-Turkish Grand Prix,33,VER,max_verstappen,Red Bull Racing,red_bull,2,2,3,Finished,18.0,58.0,0
2021-Turkish Grand Prix,11,PER,perez,Red Bull Racing,red_bull,3,6,7,Finished,15.0,58.0,0
2021-Turkish Grand Prix,16,LEC,leclerc,Ferrari,ferrari,4,3,4,Finished,12.0,58.0,0
2021-Turkish Grand Prix,44,HAM,hamilton,Mercedes,mercedes,5,11,1,Finished,10.0,58.0,0
2021-Turkish Grand Prix,10,GAS,gasly,AlphaTauri,alphatauri,6,4,5,Finished,8.0,58.0,0
2021-Turkish Grand Prix,4,NOR,norris,McLaren,mclaren,7,7,8,Finished,6.0,58.0,0
2021-Turkish Grand Prix,55,SAI,sainz,Ferrari,ferrari,8,19,15,Finished,4.0,58.0,0
2021-Turkish Grand Prix,18,STR,stroll,Aston Martin,aston_martin,9,8,9,Finished,2.0,58.0,0
2021-Turkish Grand Prix,31,OCO,ocon,Alpine,alpine,10,12,12,+1 Lap,1.0,57.0,0
2021-Turkish Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,alfa,11,16,18,+1 Lap,0.0,57.0,0
2021-Turkish Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,alfa,12,17,19,+1 Lap,0.0,57.0,0
2021-Turkish Grand Prix,3,RIC,ricciardo,McLaren,mclaren,13,20,16,+1 Lap,0.0,57.0,0
2021-Turkish Grand Prix,22,TSU,tsunoda,AlphaTauri,alphatauri,14,9,10,+1 Lap,0.0,57.0,0
2021-Turkish Grand Prix,63,RUS,russell,Williams,williams,15,13,13,+1 Lap,0.0,57.0,0
2021-Turkish Grand Prix,14,ALO,alonso,Alpine,alpine,16,5,6,+1 Lap,0.0,57.0,0
2021-Turkish Grand Prix,6,LAT,latifi,Williams,williams,17,15,17,+1 Lap,0.0,57.0,0
2021-Turkish Grand Prix,5,VET,vettel,Aston Martin,aston_martin,18,10,11,+1 Lap,0.0,57.0,0
2021-Turkish Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,haas,19,14,14,+2 Laps,0.0,56.0,0
2021-Turkish Grand Prix,9,MAZ,mazepin,Haas F1 Team,haas,20,18,20,+2 Laps,0.0,56.0,0
2021-United States Grand Prix,33,VER,max_verstappen,Red Bull Racing,red_bull,1,1,1,Finished,25.0,56.0,1
2021-United States Grand Prix,44,HAM,hamilton,Mercedes,mercedes,2,2,2,Finished,19.0,56.0,0
2021-United States Grand Prix,11,PER,perez,Red Bull Racing,red_bull,3,3,3,Finished,15.0,56.0,0
2021-United States Grand Prix,16,LEC,leclerc,Ferrari,ferrari,4,4,5,Finished,12.0,56.0,0
2021-United States Grand Prix,3,RIC,ricciardo,McLaren,mclaren,5,6,7,Finished,10.0,56.0,0
2021-United States Grand Prix,77,BOT,bottas,Mercedes,mercedes,6,9,4,Finished,8.0,56.0,0
2021-United States Grand Prix,55,SAI,sainz,Ferrari,ferrari,7,5,6,Finished,6.0,56.0,0
2021-United States Grand Prix,4,NOR,norris,McLaren,mclaren,8,7,8,Finished,4.0,56.0,0
2021-United States Grand Prix,22,TSU,tsunoda,AlphaTauri,alphatauri,9,10,10,+1 Lap,2.0,55.0,0
2021-United States Grand Prix,5,VET,vettel,Aston Martin,aston_martin,10,18,12,+1 Lap,1.0,55.0,0
2021-United States Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,alfa,11,12,13,+1 Lap,0.0,55.0,0
2021-United States Grand Prix,18,STR,stroll,Aston Martin,aston_martin,12,13,16,+1 Lap,0.0,55.0,0
2021-United States Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,alfa,13,15,18,+1 Lap,0.0,55.0,0
2021-United States Grand Prix,63,RUS,russell,Williams,williams,14,20,15,+1 Lap,0.0,55.0,0
2021-United States Grand Prix,6,LAT,latifi,Williams,williams,15,14,17,+1 Lap,0.0,55.0,0
2021-United States Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,haas,16,16,19,+2 Laps,0.0,54.0,0
2021-United States Grand Prix,9,MAZ,mazepin,Haas F1 Team,haas,17,17,20,+2 Laps,0.0,54.0,0
2021-United States Grand Prix,14,ALO,alonso,Alpine,alpine,18,19,14,Rear wing,0.0,49.0,0
2021-United States Grand Prix,31,OCO,ocon,Alpine,alpine,19,11,11,Mechanical,0.0,40.0,0
2021-United States Grand Prix,10,GAS,gasly,AlphaTauri,alphatauri,20,8,9,Suspension,0.0,14.0,0
2021-Mexico City Grand Prix,33,VER,max_verstappen,Red Bull Racing,red_bull,1,3,3,Finished,25.0,71.0,1
2021-Mexico City Grand Prix,44,HAM,hamilton,Mercedes,mercedes,2,2,2,Finished,18.0,71.0,0
2021-Mexico City Grand Prix,11,PER,perez,Red Bull Racing,red_bull,3,4,4,Finished,15.0,71.0,0
2021-Mexico City Grand Prix,10,GAS,gasly,AlphaTauri,alphatauri,4,5,5,Finished,12.0,71.0,0
2021-Mexico City Grand Prix,16,LEC,leclerc,Ferrari,ferrari,5,8,8,Finished,10.0,71.0,0
2021-Mexico City Grand Prix,55,SAI,sainz,Ferrari,ferrari,6,6,6,+1 Lap,8.0,70.0,0
2021-Mexico City Grand Prix,5,VET,vettel,Aston Martin,aston_martin,7,9,11,+1 Lap,6.0,70.0,0
2021-Mexico City Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,alfa,8,10,12,+1 Lap,4.0,70.0,0
2021-Mexico City Grand Prix,14,ALO,alonso,Alpine,alpine,9,12,16,+1 Lap,2.0,70.0,0
2021-Mexico City Grand Prix,4,NOR,norris,McLaren,mclaren,10,18,10,+1 Lap,1.0,70.0,0
2021-Mexico City Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,alfa,11,11,14,+1 Lap,0.0,70.0,0
2021-Mexico City Grand Prix,3,RIC,ricciardo,McLaren,mclaren,12,7,7,+1 Lap,0.0,70.0,0
2021-Mexico City Grand Prix,31,OCO,ocon,Alpine,alpine,13,19,15,+1 Lap,0.0,70.0,0
2021-Mexico City Grand Prix,18,STR,stroll,Aston Martin,aston_martin,14,20,20,+2 Laps,0.0,69.0,0
2021-Mexico City Grand Prix,77,BOT,bottas,Mercedes,mercedes,15,1,1,+2 Laps,0.0,69.0,0
2021-Mexico City Grand Prix,63,RUS,russell,Williams,williams,16,16,13,+2 Laps,0.0,69.0,0
2021-Mexico City Grand Prix,6,LAT,latifi,Williams,williams,17,13,17,+2 Laps,0.0,69.0,0
2021-Mexico City Grand Prix,9,MAZ,mazepin,Haas F1 Team,haas,18,15,19,+3 Laps,0.0,68.0,0
2021-Mexico City Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,haas,19,14,18,Collision,0.0,0.0,0
2021-Mexico City Grand Prix,22,TSU,tsunoda,AlphaTauri,alphatauri,20,17,9,Collision,0.0,0.0,0
2021-São Paulo Grand Prix,44,HAM,hamilton,Mercedes,mercedes,1,10,1,Finished,25.0,71.0,1
2021-São Paulo Grand Prix,33,VER,max_verstappen,Red Bull Racing,red_bull,2,2,2,Finished,18.0,71.0,0
2021-São Paulo Grand Prix,77,BOT,bottas,Mercedes,mercedes,3,1,3,Finished,15.0,71.0,0
2021-São Paulo Grand Prix,11,PER,perez,Red Bull Racing,red_bull,4,4,4,Finished,13.0,71.0,0
2021-São Paulo Grand Prix,16,LEC,leclerc,Ferrari,ferrari,5,6,7,Finished,10.0,71.0,0
2021-São Paulo Grand Prix,55,SAI,sainz,Ferrari,ferrari,6,3,6,Finished,8.0,71.0,0
2021-São Paulo Grand Prix,10,GAS,gasly,AlphaTauri,alphatauri,7,7,5,+1 Lap,6.0,70.0,0
2021-São Paulo Grand Prix,31,OCO,ocon,Alpine,alpine,8,8,11,+1 Lap,4.0,70.0,0
2021-São Paulo Grand Prix,14,ALO,alonso,Alpine,alpine,9,12,10,+1 Lap,2.0,70.0,0
2021-São Paulo Grand Prix,4,NOR,norris,McLaren,mclaren,10,5,8,+1 Lap,1.0,70.0,0
2021-São Paulo Grand Prix,5,VET,vettel,Aston Martin,aston_martin,11,9,12,+1 Lap,0.0,70.0,0
2021-São Paulo Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,alfa,12,0,14,+1 Lap,0.0,70.0,0
2021-São Paulo Grand Prix,63,RUS,russell,Williams,williams,13,17,18,+1 Lap,0.0,70.0,0
2021-São Paulo Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,alfa,14,13,15,+1 Lap,0.0,70.0,0
2021-São Paulo Grand Prix,22,TSU,tsunoda,AlphaTauri,alphatauri,15,15,13,+1 Lap,0.0,70.0,0
2021-São Paulo Grand Prix,6,LAT,latifi,Williams,williams,16,16,17,+1 Lap,0.0,70.0,0
2021-São Paulo Grand Prix,9,MAZ,mazepin,Haas F1 Team,haas,17,19,20,+2 Laps,0.0,69.0,0
2021-São Paulo Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,haas,18,18,19,+2 Laps,0.0,69.0,0
2021-São Paulo Grand Prix,3,RIC,ricciardo,McLaren,mclaren,19,11,9,Power loss,0.0,49.0,0
2021-São Paulo Grand Prix,18,STR,stroll,Aston Martin,aston_martin,20,14,16,Collision damage,0.0,47.0,0
2021-Qatar Grand Prix,44,HAM,hamilton,Mercedes,mercedes,1,1,1,Finished,25.0,57.0,1
2021-Qatar Grand Prix,33,VER,max_verstappen,Red Bull Racing,red_bull,2,7,2,Finished,19.0,57.0,0
2021-Qatar Grand Prix,14,ALO,alonso,Alpine,alpine,3,3,5,Finished,15.0,57.0,0
2021-Qatar Grand Prix,11,PER,perez,Red Bull Racing,red_bull,4,11,11,Finished,12.0,57.0,0
2021-Qatar Grand Prix,31,OCO,ocon,Alpine,alpine,5,9,9,Finished,10.0,57.0,0
2021-Qatar Grand Prix,18,STR,stroll,Aston Martin,aston_martin,6,12,12,Finished,8.0,57.0,0
2021-Qatar Grand Prix,55,SAI,sainz,Ferrari,ferrari,7,5,7,Finished,6.0,57.0,0
2021-Qatar Grand Prix,16,LEC,leclerc,Ferrari,ferrari,8,13,13,Finished,4.0,57.0,0
2021-Qatar Grand Prix,4,NOR,norris,McLaren,mclaren,9,4,6,+1 Lap,2.0,56.0,0
2021-Qatar Grand Prix,5,VET,vettel,Aston Martin,aston_martin,10,10,10,+1 Lap,1.0,56.0,0
2021-Qatar Grand Prix,10,GAS,gasly,AlphaTauri,alphatauri,11,2,4,+1 Lap,0.0,56.0,0
2021-Qatar Grand Prix,3,RIC,ricciardo,McLaren,mclaren,12,14,14,+1 Lap,0.0,56.0,0
2021-Qatar Grand Prix,22,TSU,tsunoda,AlphaTauri,alphatauri,13,8,8,+1 Lap,0.0,56.0,0
2021-Qatar Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,alfa,14,16,16,+1 Lap,0.0,56.0,0
2021-Qatar Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,alfa,15,18,18,+1 Lap,0.0,56.0,0
2021-Qatar Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,haas,16,19,19,+1 Lap,0.0,56.0,0
2021-Qatar Grand Prix,63,RUS,russell,Williams,williams,17,15,15,+2 Laps,0.0,55.0,0
2021-Qatar Grand Prix,9,MAZ,mazepin,Haas F1 Team,haas,18,20,20,+2 Laps,0.0,55.0,0
2021-Qatar Grand Prix,6,LAT,latifi,Williams,williams,19,17,17,Puncture,0.0,50.0,0
2021-Qatar Grand Prix,77,BOT,bottas,Mercedes,mercedes,20,6,3,Damage,0.0,48.0,0
2021-Saudi Arabian Grand Prix,44,HAM,hamilton,Mercedes,mercedes,1,1,1,Finished,26.0,50.0,1
2021-Saudi Arabian Grand Prix,33,VER,max_verstappen,Red Bull Racing,red_bull,2,3,3,Finished,18.0,50.0,0
2021-Saudi Arabian Grand Prix,77,BOT,bottas,Mercedes,mercedes,3,2,2,Finished,15.0,50.0,0
2021-Saudi Arabian Grand Prix,31,OCO,ocon,Alpine,alpine,4,9,9,Finished,12.0,50.0,0
2021-Saudi Arabian Grand Prix,3,RIC,ricciardo,McLaren,mclaren,5,11,11,Finished,10.0,50.0,0
2021-Saudi Arabian Grand Prix,10,GAS,gasly,AlphaTauri,alphatauri,6,6,6,Finished,8.0,50.0,0
2021-Saudi Arabian Grand Prix,16,LEC,leclerc,Ferrari,ferrari,7,4,4,Finished,6.0,50.0,0
2021-Saudi Arabian Grand Prix,55,SAI,sainz,Ferrari,ferrari,8,15,15,Finished,4.0,50.0,0
2021-Saudi Arabian Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,alfa,9,10,10,Finished,2.0,50.0,0
2021-Saudi Arabian Grand Prix,4,NOR,norris,McLaren,mclaren,10,7,7,Finished,1.0,50.0,0
2021-Saudi Arabian Grand Prix,18,STR,stroll,Aston Martin,aston_martin,11,18,18,Finished,0.0,50.0,0
2021-Saudi Arabian Grand Prix,6,LAT,latifi,Williams,williams,12,16,16,Finished,0.0,50.0,0
2021-Saudi Arabian Grand Prix,14,ALO,alonso,Alpine,alpine,13,13,13,+1 Lap,0.0,49.0,0
2021-Saudi Arabian Grand Prix,22,TSU,tsunoda,AlphaTauri,alphatauri,14,8,8,+1 Lap,0.0,49.0,0
2021-Saudi Arabian Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,alfa,15,12,12,+1 Lap,0.0,49.0,0
2021-Saudi Arabian Grand Prix,5,VET,vettel,Aston Martin,aston_martin,16,17,17,Collision damage,0.0,44.0,0
2021-Saudi Arabian Grand Prix,11,PER,perez,Red Bull Racing,red_bull,17,5,5,Collision,0.0,14.0,0
2021-Saudi Arabian Grand Prix,9,MAZ,mazepin,Haas F1 Team,haas,18,20,20,Collision,0.0,14.0,0
2021-Saudi Arabian Grand Prix,63,RUS,russell,Williams,williams,19,14,14,Collision,0.0,14.0,0
2021-Saudi Arabian Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,haas,20,19,19,Accident,0.0,8.0,0
2021-Abu Dhabi Grand Prix,33,VER,max_verstappen,Red Bull Racing,red_bull,1,1,1,Finished,26.0,58.0,1
2021-Abu Dhabi Grand Prix,44,HAM,hamilton,Mercedes,mercedes,2,2,2,Finished,18.0,58.0,0
2021-Abu Dhabi Grand Prix,55,SAI,sainz,Ferrari,ferrari,3,5,5,Finished,15.0,58.0,0
2021-Abu Dhabi Grand Prix,22,TSU,tsunoda,AlphaTauri,alphatauri,4,8,8,Finished,12.0,58.0,0
2021-Abu Dhabi Grand Prix,10,GAS,gasly,AlphaTauri,alphatauri,5,12,12,Finished,10.0,58.0,0
2021-Abu Dhabi Grand Prix,77,BOT,bottas,Mercedes,mercedes,6,6,6,Finished,8.0,58.0,0
2021-Abu Dhabi Grand Prix,4,NOR,norris,McLaren,mclaren,7,3,3,Finished,6.0,58.0,0
2021-Abu Dhabi Grand Prix,14,ALO,alonso,Alpine,alpine,8,11,11,Finished,4.0,58.0,0
2021-Abu Dhabi Grand Prix,31,OCO,ocon,Alpine,alpine,9,9,9,Finished,2.0,58.0,0
2021-Abu Dhabi Grand Prix,16,LEC,leclerc,Ferrari,ferrari,10,7,7,Finished,1.0,58.0,0
2021-Abu Dhabi Grand Prix,5,VET,vettel,Aston Martin,aston_martin,11,15,15,Finished,0.0,58.0,0
2021-Abu Dhabi Grand Prix,3,RIC,ricciardo,McLaren,mclaren,12,10,10,+1 Lap,0.0,57.0,0
2021-Abu Dhabi Grand Prix,18,STR,stroll,Aston Martin,aston_martin,13,13,13,+1 Lap,0.0,57.0,0
2021-Abu Dhabi Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,haas,14,19,19,+1 Lap,0.0,57.0,0
2021-Abu Dhabi Grand Prix,11,PER,perez,Red Bull Racing,red_bull,15,4,4,Engine,0.0,55.0,0
2021-Abu Dhabi Grand Prix,6,LAT,latifi,Williams,williams,16,16,16,Accident,0.0,50.0,0
2021-Abu Dhabi Grand Prix,99,GIO,giovinazzi,Alfa Romeo Racing,alfa,17,14,14,Gearbox,0.0,33.0,0
2021-Abu Dhabi Grand Prix,63,RUS,russell,Williams,williams,18,17,17,Gearbox,0.0,26.0,0
2021-Abu Dhabi Grand Prix,7,RAI,raikkonen,Alfa Romeo Racing,alfa,19,18,18,Brakes,0.0,25.0,0
2022-Bahrain Grand Prix,16,LEC,leclerc,Ferrari,ferrari,1,1,1,Finished,26.0,57.0,1
2022-Bahrain Grand Prix,55,SAI,sainz,Ferrari,ferrari,2,3,3,Finished,18.0,57.0,0
2022-Bahrain Grand Prix,44,HAM,hamilton,Mercedes,mercedes,3,5,5,Finished,15.0,57.0,0
2022-Bahrain Grand Prix,63,RUS,russell,Mercedes,mercedes,4,9,9,Finished,12.0,57.0,0
2022-Bahrain Grand Prix,20,MAG,kevin_magnussen,Haas F1 Team,haas,5,7,7,Finished,10.0,57.0,0
2022-Bahrain Grand Prix,77,BOT,bottas,Alfa Romeo,alfa,6,6,6,Finished,8.0,57.0,0
2022-Bahrain Grand Prix,31,OCO,ocon,Alpine,alpine,7,11,11,Finished,6.0,57.0,0
2022-Bahrain Grand Prix,22,TSU,tsunoda,AlphaTauri,alphatauri,8,16,16,Finished,4.0,57.0,0
2022-Bahrain Grand Prix,14,ALO,alonso,Alpine,alpine,9,8,8,Finished,2.0,57.0,0
2022-Bahrain Grand Prix,24,ZHO,zhou,Alfa Romeo,alfa,10,15,15,Finished,1.0,57.0,0
2022-Bahrain Grand Prix,47,MSC,mick_schumacher,Haas F1 Team,haas,11,12,12,Finished,0.0,57.0,0
2022-Bahrain Grand Prix,18,STR,stroll,Aston Martin,aston_martin,12,19,19,Finished,0.0,57.0,0
2022-Bahrain Grand Prix,23,ALB,albon,Williams,williams,13,14,14,Finished,0.0,57.0,0
2022-Bahrain Grand Prix,3,RIC,ricciardo,McLaren,mclaren,14,18,18,Finished,0.0,57.0,0
2022-Bahrain Grand Prix,4,NOR,norris,McLaren,mclaren,15,13,13,Finished,0.0,57.0,0
2022-Bahrain Grand Prix,6,LAT,latifi,Williams,williams,16,20,20,Finished,0.0,57.0,0
2022-Bahrain Grand Prix,27,HUL,hulkenberg,Aston Martin,aston_martin,17,17,17,Finished,0.0,57.0,0
2022-Bahrain Grand Prix,11,PER,perez,Red Bull Racing,red_bull,18,4,4,Fuel pressure,0.0,56.0,0
2022-Bahrain Grand Prix,1,VER,max_verstappen,Red Bull Racing,red_bull,19,2,2,Fuel pressure,0.0,54.0,0
2022-Bahrain Grand Prix,10,GAS,gasly,AlphaTauri,alphatauri,20,10,10,Power Unit,0.0,44.0,0
2022-Saudi Arabian Grand Prix,1,VER,max_verstappen,Red Bull Racing,red_bull,1,4,4,Finished,25.0,50.0,1
2022-Saudi Arabian Grand Prix,16,LEC,leclerc,Ferrari,ferrari,2,2,2,Finished,19.0,50.0,0
2022-Saudi Arabian Grand Prix,55,SAI,sainz,Ferrari,ferrari,3,3,3,Finished,15.0,50.0,0
2022-Saudi Arabian Grand Prix,11,PER,perez,Red Bull Racing,red_bull,4,1,1,Finished,12.0,50.0,0
2022-Saudi Arabian Grand Prix,63,RUS,russell,Mercedes,mercedes,5,6,6,Finished,10.0,50.0,0
